User Name,Annotation,comment_Text,Multi,Score,Reply Content,Unnamed: 6
Shawn Furniss,Non_Functional,"It works alright the first year using it I went from 290 to 190 in a year. However, the ads are insufferably obnoxious and ultimately counterproductive to what they are selling. It also makes the app a chore to use. You get an ad practically everytime you go to the main screen and lately it's been running extremely slowly at unpredictable times but an ad drops right away so I'm inclined to blame that. I would give this app 5 stars for the success that i have had with it, but the ads let it down.",Performance,2,,
Sadie,Non_Functional,Used to love this app. Just started using it again and not the barcode scanner is unfortunately in the upgrade you have to pay for. It used to be free. It was very convenient. Looking for another app to use now as almost everything in this app is accessed by payment. Too bad.,Usability,2,,
J Don,Non_Functional,"OK but dodgy promotion of premium and filled bad calories/macros so you must research outside the app to make sure you get the right ones. I started with a calorie budget of 1,650. It auto adjusts down as your lose weight. When your calories are under 1,500 it warns you that's too low. But you can't manually set it unless you buy premium. I was offered 51% off premium for 3 days. That expired. Then a day later I was offered 50% off. Pressure tactic, 50% off is the normal price, never pay more",Usability,2,,
Chris,Non_Functional,Ok but with a few problems. App isn't the easiest to use. I paid for a subscription. Website is terrible. The biggest issue is there's no way to export or share recipes outside of loseit.,Usability,2,,
J. Garrison,Non_Functional,"i just uninstalled and then reinstalled. Hopefully it will fix the issue of telling me my daily entries are of insufficient length to give me a target date... when I logged DAILY FOR ABOUT 3 MONTHS! Will try the ap one more time. Good news is I lost 15 lbs. I would like to lose about 15 more. 2023 update.. Now, every day adds another day to my goal date. EVEN WHEN I AM WAY UNDER CALORIE ALLOWANCE! I tried contacting the developer, & I get ""canned"" answers. This is a huge issue. Discouraging.",Accuracy,2,"So sorry for the confusion here! Please send us an email via loseit.live/help so we can assist with this.

Best",
Chad Hayes,Non_Functional,"It says free. But if you want to track macros like protein intake (and you absolutely should be if cutting calories), they ask you to buy the premium version.",Usability,2,,
Amber,Non_Functional,"I bought the premium version to be able to connect to other apps. This feature doesn't work. I've tried to connect this app to Garmin Connect and Strava and they both fail. With Garmin I get an error that Garmin needs to connect to null. Like honestly, how do you miss the name of your own app? It's not a terrible app but definitely don't waste your money on premium. The features don't work like they advertise",Usability,2,,
Frank Dutmers,Non_Functional,Screen is jam packed with disabled premium features and ads for premium. Claims that your privacy is top priority but makes you make an unnecessary account.,Usability,2,,
Elizabeth Visco,Non_Functional,"Doesn't support Samsung watch and you can't link it with another app. I tried Google fit which isn't compatible with the Samsung watch. I tried myfitnesstracker and runkeeper and they both only show ""error"" on Lose It. I'm kinda demoralized after trying to link my watch to this app for over an hour... I like that it has all these foods but perhaps there is something better. I don't see how it's any different from the free version of myfitnesspal.",Usability,2,,
Tim Ellis,Non_Functional,Decent app but very aggressive about harassing you to upgrade to premium. Edit: lowering my rating because the ads are becoming increasingly intrusive.,Usability,2,,
Aaron Sutton,Non_Functional,"Your app is driving me mad! I know it's free, but it's freezing EVERY single time I scan something. It's so bad I have to keep info open to force close and open every single time I scan. It even freezes up my phone briefly. I'm probably gonna switch to another app very soon. Samsung Galaxy S9, Snapdragon 845. This is still a pretty powerful processor.",Performance,2,,
